x,y
-10.000,6.140
-9.750,7.251
-9.500,6.785
-9.250,6.981
-9.000,7.041
-8.750,6.599
-8.500,6.120
-8.250,5.964
-8.000,6.334
-7.750,6.029
-7.500,5.241
-7.250,5.583
-7.000,5.811
-6.750,5.662
-6.500,5.533
-6.250,4.585
-6.000,5.662
-5.750,4.322
-5.500,4.804
-5.250,4.982
-5.000,4.682
-4.750,4.196
-4.500,4.404
-4.250,5.210
-4.000,4.462
-3.750,3.364
-3.500,3.697
-3.250,3.508
-3.000,4.722
-2.750,4.579
-2.500,3.145
-2.250,3.326
-2.000,3.858
-1.750,2.845
-1.500,3.863
-1.250,3.587
-1.000,3.422
-0.750,2.615
-0.500,2.522
-0.250,2.649
0.000,1.283
0.250,2.257
0.500,3.179
0.750,3.430
1.000,2.054
1.250,2.535
1.500,3.179
1.750,3.275
2.000,2.852
2.250,4.548
2.500,3.169
2.750,3.496
3.000,3.865
3.250,4.993
3.500,4.124
3.750,4.904
4.000,3.764
4.250,4.329
4.500,3.827
4.750,4.983
5.000,4.494
5.250,4.141
5.500,5.726
5.750,4.937
6.000,5.783
6.250,4.697
6.500,5.545
6.750,5.109
7.000,4.812
7.250,5.908
7.500,5.611
7.750,6.283
8.000,5.147
8.250,5.754
8.500,6.989
8.750,5.975
9.000,7.179
9.250,7.131
9.500,6.244
9.750,7.521
10.000,6.093
10.250,7.007
10.500,6.922
10.750,7.469
11.000,6.705
11.250,6.805
11.500,7.728
11.750,7.607
12.000,7.344
12.250,8.018
12.500,7.708
12.750,7.826
13.000,7.462
13.250,8.189
13.500,7.814
13.750,6.896
14.000,7.588
14.250,7.602
14.500,7.658
14.750,8.286
15.000,7.855
15.250,8.303
15.500,8.458
15.750,9.145
16.000,8.429
16.250,8.377
16.500,7.758
16.750,8.719
17.000,7.878
17.250,7.833
17.500,8.758
17.750,9.620
18.000,7.747
18.250,7.889
18.500,8.893
18.750,9.623
19.000,9.444
19.250,8.939
19.500,8.588
19.750,8.948
20.000,8.909
