x,y
-10.000,6.633
-9.750,6.557
-9.500,6.481
-9.250,6.403
-9.000,6.325
-8.750,6.245
-8.500,6.164
-8.250,6.083
-8.000,6.000
-7.750,5.916
-7.500,5.831
-7.250,5.745
-7.000,5.657
-6.750,5.568
-6.500,5.477
-6.250,5.385
-6.000,5.292
-5.750,5.196
-5.500,5.099
-5.250,5.000
-5.000,4.899
-4.750,4.796
-4.500,4.690
-4.250,4.583
-4.000,4.472
-3.750,4.359
-3.500,4.243
-3.250,4.123
-3.000,4.000
-2.750,3.873
-2.500,3.742
-2.250,3.606
-2.000,3.464
-1.750,3.317
-1.500,3.162
-1.250,3.000
-1.000,2.828
-0.750,2.646
-0.500,2.449
-0.250,2.236
0.000,2.000
0.250,2.236
0.500,2.449
0.750,2.646
1.000,2.828
1.250,3.000
1.500,3.162
1.750,3.317
2.000,3.464
2.250,3.606
2.500,3.742
2.750,3.873
3.000,4.000
3.250,4.123
3.500,4.243
3.750,4.359
4.000,4.472
4.250,4.583
4.500,4.690
4.750,4.796
5.000,4.899
5.250,5.000
5.500,5.099
5.750,5.196
6.000,5.292
6.250,5.385
6.500,5.477
6.750,5.568
7.000,5.657
7.250,5.745
7.500,5.831
7.750,5.916
8.000,6.000
8.250,6.083
8.500,6.164
8.750,6.245
9.000,6.325
9.250,6.403
9.500,6.481
9.750,6.557
10.000,6.633
10.250,6.708
10.500,6.782
10.750,6.856
11.000,6.928
11.250,7.000
11.500,7.071
11.750,7.141
12.000,7.211
12.250,7.280
12.500,7.348
12.750,7.416
13.000,7.483
13.250,7.550
13.500,7.616
13.750,7.681
14.000,7.746
14.250,7.810
14.500,7.874
14.750,7.937
15.000,8.000
15.250,8.062
15.500,8.124
15.750,8.185
16.000,8.246
16.250,8.307
16.500,8.367
16.750,8.426
17.000,8.485
17.250,8.544
17.500,8.602
17.750,8.660
18.000,8.718
18.250,8.775
18.500,8.832
18.750,8.888
19.000,8.944
19.250,9.000
19.500,9.055
19.750,9.110
20.000,9.165
