x,y
0.000,2.000
0.100,2.098
0.200,2.191
0.300,2.280
0.400,2.366
0.500,2.449
0.600,2.530
0.700,2.608
0.800,2.683
0.900,2.757
1.000,2.828
1.100,2.898
1.200,2.966
1.300,3.033
1.400,3.098
1.500,3.162
1.600,3.225
1.700,3.286
1.800,3.347
1.900,3.406
2.000,3.464
2.100,3.521
2.200,3.578
2.300,3.633
2.400,3.688
2.500,3.742
2.600,3.795
2.700,3.847
2.800,3.899
2.900,3.950
3.000,4.000
3.100,4.050
3.200,4.099
3.300,4.147
3.400,4.195
3.500,4.243
3.600,4.290
3.700,4.336
3.800,4.382
3.900,4.427
4.000,4.472
4.100,4.517
4.200,4.561
4.300,4.604
4.400,4.648
4.500,4.690
4.600,4.733
4.700,4.775
4.800,4.817
4.900,4.858
5.000,4.899
5.100,4.940
5.200,4.980
5.300,5.020
5.400,5.060
5.500,5.099
5.600,5.138
5.700,5.177
5.800,5.215
5.900,5.254
6.000,5.292
6.100,5.329
6.200,5.367
6.300,5.404
6.400,5.441
6.500,5.477
6.600,5.514
6.700,5.550
6.800,5.586
6.900,5.621
7.000,5.657
7.100,5.692
7.200,5.727
7.300,5.762
7.400,5.797
7.500,5.831
7.600,5.865
7.700,5.899
7.800,5.933
7.900,5.967
8.000,6.000
8.100,6.033
8.200,6.066
8.300,6.099
8.400,6.132
8.500,6.164
8.600,6.197
8.700,6.229
8.800,6.261
8.900,6.293
9.000,6.325
9.100,6.356
9.200,6.387
9.300,6.419
9.400,6.450
9.500,6.481
9.600,6.512
9.700,6.542
9.800,6.573
9.900,6.603
10.000,6.633
10.100,6.663
10.200,6.693
10.300,6.723
10.400,6.753
10.500,6.782
10.600,6.812
10.700,6.841
10.800,6.870
10.900,6.899
11.000,6.928
11.100,6.957
11.200,6.986
11.300,7.014
11.400,7.043
11.500,7.071
11.600,7.099
11.700,7.127
11.800,7.155
11.900,7.183
12.000,7.211
12.100,7.239
12.200,7.266
12.300,7.294
12.400,7.321
12.500,7.348
12.600,7.376
12.700,7.403
12.800,7.430
12.900,7.457
13.000,7.483
13.100,7.510
13.200,7.537
13.300,7.563
13.400,7.589
13.500,7.616
13.600,7.642
13.700,7.668
13.800,7.694
13.900,7.720
14.000,7.746
14.100,7.772
14.200,7.797
14.300,7.823
14.400,7.849
14.500,7.874
14.600,7.899
14.700,7.925
14.800,7.950
14.900,7.975
15.000,8.000
15.100,8.025
15.200,8.050
15.300,8.075
15.400,8.099
15.500,8.124
15.600,8.149
15.700,8.173
15.800,8.198
15.900,8.222
16.000,8.246
16.100,8.270
16.200,8.295
16.300,8.319
16.400,8.343
16.500,8.367
16.600,8.390
16.700,8.414
16.800,8.438
16.900,8.462
17.000,8.485
17.100,8.509
17.200,8.532
17.300,8.556
17.400,8.579
17.500,8.602
17.600,8.626
17.700,8.649
17.800,8.672
17.900,8.695
18.000,8.718
18.100,8.741
18.200,8.764
18.300,8.786
18.400,8.809
18.500,8.832
18.600,8.854
18.700,8.877
18.800,8.899
18.900,8.922
19.000,8.944
19.100,8.967
19.200,8.989
19.300,9.011
19.400,9.033
19.500,9.055
19.600,9.077
19.700,9.099
19.800,9.121
19.900,9.143
