x,y
0.000,2.179
0.100,2.181
0.200,2.248
0.300,2.217
0.400,2.236
0.500,2.298
0.600,2.413
0.700,2.507
0.800,2.617
0.900,2.670
1.000,2.790
1.100,2.935
1.200,3.004
1.300,3.108
1.400,3.155
1.500,3.150
1.600,3.243
1.700,3.310
1.800,3.360
1.900,3.365
2.000,3.380
2.100,3.400
2.200,3.496
2.300,3.495
2.400,3.620
2.500,3.692
2.600,3.781
2.700,3.847
2.800,3.969
2.900,4.104
3.000,4.240
3.100,4.174
3.200,4.206
3.300,4.230
3.400,4.293
3.500,4.366
3.600,4.320
3.700,4.292
3.800,4.445
3.900,4.514
4.000,4.529
4.100,4.551
4.200,4.577
4.300,4.614
4.400,4.619
4.500,4.613
4.600,4.648
4.700,4.707
4.800,4.755
4.900,4.737
5.000,4.802
5.100,4.968
5.200,5.068
5.300,5.063
5.400,5.159
5.500,5.153
5.600,5.191
5.700,5.255
5.800,5.181
5.900,5.167
6.000,5.196
6.100,5.206
6.200,5.361
6.300,5.443
6.400,5.499
6.500,5.531
6.600,5.544
6.700,5.565
6.800,5.607
6.900,5.645
7.000,5.670
7.100,5.683
7.200,5.823
7.300,5.929
7.400,5.955
7.500,5.916
7.600,5.878
7.700,5.913
7.800,5.993
7.900,5.991
8.000,5.978
8.100,6.025
8.200,6.091
8.300,6.085
8.400,6.061
8.500,6.089
8.600,6.126
8.700,6.212
8.800,6.239
8.900,6.300
9.000,6.357
9.100,6.434
9.200,6.431
9.300,6.377
9.400,6.304
9.500,6.335
9.600,6.386
9.700,6.489
9.800,6.492
9.900,6.470
10.000,6.553
10.100,6.596
10.200,6.681
10.300,6.728
10.400,6.771
10.500,6.787
10.600,6.888
10.700,6.880
10.800,6.983
10.900,7.035
11.000,7.035
11.100,7.024
11.200,7.110
11.300,7.072
11.400,7.147
11.500,7.172
11.600,7.157
11.700,7.119
11.800,7.118
11.900,7.142
12.000,7.135
12.100,7.144
12.200,7.166
12.300,7.118
12.400,7.142
12.500,7.124
12.600,7.155
12.700,7.188
12.800,7.177
12.900,7.196
13.000,7.216
13.100,7.301
13.200,7.310
13.300,7.324
13.400,7.418
13.500,7.534
13.600,7.582
13.700,7.737
13.800,7.792
13.900,7.879
14.000,7.962
14.100,8.012
14.200,8.020
14.300,8.003
14.400,7.963
14.500,7.977
14.600,8.068
14.700,8.080
14.800,8.034
14.900,7.993
15.000,8.063
15.100,8.118
15.200,8.137
15.300,8.092
15.400,8.079
15.500,8.198
15.600,8.267
15.700,8.218
15.800,8.230
15.900,8.273
16.000,8.370
16.100,8.463
16.200,8.410
16.300,8.380
16.400,8.480
16.500,8.499
16.600,8.434
16.700,8.416
16.800,8.427
16.900,8.513
17.000,8.566
17.100,8.469
17.200,8.536
17.300,8.620
17.400,8.551
17.500,8.470
17.600,8.419
17.700,8.462
17.800,8.601
17.900,8.565
18.000,8.569
18.100,8.724
18.200,8.797
18.300,8.862
18.400,8.865
18.500,8.822
18.600,8.823
18.700,8.912
18.800,8.853
18.900,8.917
19.000,8.953
19.100,9.026
19.200,9.025
19.300,9.039
19.400,9.073
19.500,9.137
19.600,9.090
19.700,9.076
19.800,9.055
19.900,9.128
