x,y
0.000,6.866
0.500,6.925
1.000,7.002
1.500,7.091
2.000,7.254
2.500,7.446
3.000,7.663
3.500,7.905
4.000,8.169
4.500,8.440
5.000,8.714
5.500,8.986
6.000,9.253
6.500,9.509
7.000,9.752
7.500,9.983
8.000,10.201
8.500,10.409
9.000,10.606
9.500,10.796
10.000,10.978
10.500,11.157
11.000,11.335
11.500,11.516
12.000,11.703
12.500,11.898
13.000,12.104
13.500,12.321
14.000,12.550
14.500,12.791
15.000,13.043
15.500,13.303
16.000,13.569
16.500,13.837
17.000,14.103
17.500,14.362
18.000,14.609
18.500,14.841
19.000,15.056
19.500,15.253
20.000,15.432
20.500,15.595
21.000,15.744
21.500,15.883
22.000,16.013
22.500,16.141
23.000,16.270
23.500,16.403
24.000,16.544
24.500,16.693
25.000,16.852
25.500,17.019
26.000,17.193
26.500,17.372
27.000,17.553
27.500,17.733
28.000,17.909
28.500,18.080
29.000,18.241
29.500,18.391
30.000,18.529
30.500,18.657
31.000,18.774
31.500,18.883
32.000,18.986
32.500,19.085
33.000,19.182
33.500,19.282
34.000,19.385
34.500,19.495
35.000,19.613
35.500,19.741
36.000,19.880
36.500,20.030
37.000,20.186
37.500,20.349
38.000,20.514
38.500,20.678
39.000,20.837
39.500,20.987
40.000,21.125
40.500,21.249
41.000,21.357
41.500,21.449
42.000,21.525
42.500,21.586
43.000,21.634
43.500,21.672
44.000,21.703
44.500,21.731
45.000,21.758
45.500,21.788
46.000,21.822
46.500,21.864
47.000,21.914
47.500,21.974
48.000,22.044
48.500,22.124
49.000,22.213
49.500,22.313
50.000,22.421
50.500,22.536
51.000,22.658
51.500,22.785
52.000,22.916
52.500,23.052
53.000,23.188
53.500,23.324
54.000,23.457
54.500,23.585
55.000,23.706
55.500,23.817
56.000,23.916
56.500,24.004
57.000,24.079
57.500,24.141
58.000,24.191
58.500,24.230
59.000,24.260
59.500,24.286
60.000,24.313
60.500,24.343
61.000,24.383
61.500,24.436
62.000,24.506
62.500,24.595
63.000,24.703
63.500,24.830
64.000,24.974
64.500,25.133
65.000,25.304
65.500,25.484
66.000,25.668
66.500,25.853
67.000,26.035
67.500,26.214
68.000,26.386
68.500,26.552
69.000,26.713
69.500,26.871
70.000,27.026
70.500,27.180
71.000,27.334
71.500,27.487
72.000,27.641
72.500,27.793
73.000,27.942
73.500,28.085
74.000,28.217
74.500,28.336
75.000,28.439
75.500,28.523
76.000,28.587
76.500,28.631
77.000,28.655
77.500,28.663
78.000,28.658
78.500,28.643
79.000,28.623
79.500,28.602
80.000,28.582
80.500,28.568
81.000,28.562
81.500,28.564
82.000,28.576
82.500,28.596
83.000,28.624
83.500,28.658
84.000,28.696
84.500,28.737
85.000,28.780
85.500,28.826
86.000,28.874
86.500,28.927
87.000,28.985
87.500,29.050
88.000,29.125
88.500,29.210
89.000,29.308
89.500,29.418
90.000,29.541
90.500,29.676
91.000,29.820
91.500,29.971
92.000,30.125
92.500,30.278
93.000,30.427
93.500,30.570
94.000,30.703
94.500,30.825
95.000,30.935
95.500,31.033
96.000,31.119
96.500,31.195
97.000,31.262
97.500,31.325
98.000,31.386
98.500,31.446
99.000,31.508
99.500,31.570
100.000,31.633
100.500,31.696
101.000,31.758
101.500,31.817
102.000,31.871
102.500,31.919
103.000,31.959
103.500,31.992
104.000,32.017
104.500,32.035
105.000,32.045
105.500,32.051
106.000,32.053
106.500,32.053
107.000,32.051
107.500,32.048
108.000,32.045
108.500,32.042
109.000,32.039
109.500,32.036
110.000,32.034
110.500,32.033
111.000,32.035
111.500,32.041
112.000,32.052
112.500,32.071
113.000,32.102
113.500,32.146
114.000,32.205
114.500,32.283
115.000,32.379
115.500,32.494
116.000,32.629
116.500,32.784
117.000,32.956
117.500,33.143
118.000,33.343
118.500,33.552
119.000,33.768
119.500,33.985
120.000,34.203
120.500,34.417
121.000,34.625
121.500,34.824
122.000,35.012
122.500,35.187
123.000,35.346
123.500,35.488
124.000,35.613
124.500,35.720
125.000,35.808
125.500,35.875
126.000,35.923
126.500,35.951
127.000,35.960
127.500,35.951
128.000,35.925
128.500,35.887
129.000,35.838
129.500,35.783
130.000,35.724
130.500,35.667
131.000,35.616
131.500,35.576
132.000,35.552
132.500,35.548
133.000,35.567
133.500,35.613
134.000,35.686
134.500,35.786
135.000,35.913
135.500,36.062
136.000,36.229
136.500,36.410
137.000,36.598
137.500,36.786
138.000,36.968
138.500,37.140
139.000,37.296
139.500,37.435
140.000,37.553
140.500,37.650
141.000,37.727
141.500,37.784
142.000,37.823
142.500,37.847
143.000,37.856
143.500,37.853
144.000,37.839
144.500,37.816
145.000,37.782
145.500,37.740
146.000,37.689
146.500,37.631
147.000,37.567
147.500,37.498
148.000,37.426
148.500,37.354
149.000,37.286
149.500,37.226
150.000,37.178
150.500,37.147
151.000,37.136
151.500,37.149
152.000,37.192
152.500,37.264
153.000,37.366
153.500,37.497
154.000,37.657
154.500,37.842
155.000,38.046
155.500,38.264
156.000,38.487
156.500,38.710
157.000,38.923
157.500,39.122
158.000,39.299
158.500,39.452
159.000,39.577
159.500,39.674
160.000,39.745
160.500,39.793
161.000,39.822
161.500,39.840
162.000,39.852
162.500,39.866
163.000,39.887
163.500,39.921
164.000,39.971
164.500,40.040
165.000,40.128
165.500,40.232
166.000,40.350
166.500,40.478
167.000,40.609
167.500,40.739
168.000,40.861
168.500,40.971
169.000,41.066
169.500,41.144
170.000,41.204
170.500,41.247
171.000,41.274
171.500,41.289
172.000,41.296
172.500,41.298
173.000,41.301
173.500,41.307
174.000,41.321
174.500,41.344
175.000,41.377
175.500,41.420
176.000,41.474
176.500,41.537
177.000,41.606
177.500,41.678
178.000,41.749
178.500,41.816
179.000,41.877
179.500,41.926
180.000,41.963
180.500,41.986
181.000,41.994
181.500,41.988
182.000,41.969
182.500,41.938
183.000,41.896
183.500,41.847
184.000,41.791
184.500,41.731
185.000,41.669
185.500,41.605
186.000,41.543
186.500,41.484
187.000,41.430
187.500,41.382
188.000,41.342
188.500,41.311
189.000,41.290
189.500,41.282
190.000,41.287
190.500,41.307
191.000,41.340
191.500,41.389
192.000,41.451
192.500,41.525
193.000,41.608
193.500,41.697
194.000,41.789
194.500,41.880
195.000,41.968
195.500,42.049
196.000,42.122
196.500,42.183
197.000,42.233
197.500,42.274
198.000,42.305
198.500,42.329
199.000,42.339
199.500,42.347
200.000,42.355
