x,y
0.000,6.509
0.500,6.626
1.000,6.722
1.500,6.819
2.000,6.979
2.500,7.143
3.000,7.529
3.500,7.892
4.000,8.248
4.500,8.523
5.000,8.753
5.500,8.989
6.000,9.234
6.500,9.513
7.000,9.819
7.500,10.100
8.000,10.375
8.500,10.550
9.000,10.704
9.500,10.791
10.000,10.897
10.500,11.065
11.000,11.295
11.500,11.531
12.000,11.742
12.500,11.910
13.000,12.054
13.500,12.190
14.000,12.394
14.500,12.636
15.000,12.966
15.500,13.293
16.000,13.603
16.500,13.892
17.000,14.149
17.500,14.384
18.000,14.680
18.500,14.948
19.000,15.200
19.500,15.404
20.000,15.572
20.500,15.687
21.000,15.802
21.500,15.893
22.000,16.002
22.500,16.124
23.000,16.269
23.500,16.360
24.000,16.499
24.500,16.590
25.000,16.749
25.500,16.937
26.000,17.148
26.500,17.379
27.000,17.611
27.500,17.778
28.000,17.952
28.500,18.111
29.000,18.291
29.500,18.445
30.000,18.630
30.500,18.734
31.000,18.857
31.500,18.948
32.000,19.005
32.500,19.078
33.000,19.144
33.500,19.217
34.000,19.351
34.500,19.461
35.000,19.566
35.500,19.689
36.000,19.821
36.500,19.939
37.000,20.120
37.500,20.296
38.000,20.481
38.500,20.703
39.000,20.930
39.500,21.106
40.000,21.262
40.500,21.345
41.000,21.444
41.500,21.552
42.000,21.612
42.500,21.622
43.000,21.676
43.500,21.713
44.000,21.763
44.500,21.766
45.000,21.768
45.500,21.749
46.000,21.761
46.500,21.739
47.000,21.806
47.500,21.891
48.000,22.010
48.500,22.124
49.000,22.221
49.500,22.285
50.000,22.373
50.500,22.464
51.000,22.573
51.500,22.708
52.000,22.888
52.500,23.067
53.000,23.256
53.500,23.396
54.000,23.473
54.500,23.578
55.000,23.701
55.500,23.875
56.000,23.996
56.500,24.099
57.000,24.184
57.500,24.254
58.000,24.291
58.500,24.279
59.000,24.256
59.500,24.281
60.000,24.308
60.500,24.340
61.000,24.293
61.500,24.300
62.000,24.342
62.500,24.460
63.000,24.581
63.500,24.704
64.000,24.894
64.500,25.084
65.000,25.288
65.500,25.458
66.000,25.639
66.500,25.851
67.000,26.081
67.500,26.290
68.000,26.446
68.500,26.616
69.000,26.768
69.500,26.888
70.000,27.021
70.500,27.122
71.000,27.285
71.500,27.450
72.000,27.633
72.500,27.814
73.000,27.998
73.500,28.159
74.000,28.296
74.500,28.423
75.000,28.520
75.500,28.609
76.000,28.742
76.500,28.796
77.000,28.806
77.500,28.781
78.000,28.713
78.500,28.657
79.000,28.586
79.500,28.529
80.000,28.492
80.500,28.523
81.000,28.537
81.500,28.540
82.000,28.546
82.500,28.541
83.000,28.564
83.500,28.618
84.000,28.643
84.500,28.719
85.000,28.800
85.500,28.889
86.000,28.909
86.500,28.938
87.000,28.924
87.500,28.959
88.000,29.012
88.500,29.103
89.000,29.196
89.500,29.360
90.000,29.510
90.500,29.659
91.000,29.790
91.500,29.929
92.000,30.067
92.500,30.250
93.000,30.453
93.500,30.655
94.000,30.846
94.500,30.974
95.000,31.038
95.500,31.090
96.000,31.136
96.500,31.198
97.000,31.268
97.500,31.350
98.000,31.409
98.500,31.459
99.000,31.506
99.500,31.519
100.000,31.572
100.500,31.649
101.000,31.778
101.500,31.880
102.000,31.967
