x,y
0.000,14.231
0.100,13.619
0.200,-4.203
0.300,6.419
0.400,1.194
0.500,8.402
0.600,-1.142
0.700,7.911
0.800,5.261
0.900,-1.297
1.000,9.116
1.100,7.572
1.200,15.096
1.300,7.266
1.400,10.382
1.500,6.962
1.600,13.627
1.700,2.017
1.800,4.112
1.900,0.667
2.000,2.990
2.100,-0.078
2.200,0.305
2.300,-1.487
2.400,5.418
2.500,9.472
2.600,7.002
2.700,6.615
2.800,17.071
2.900,11.570
3.000,14.441
3.100,14.612
3.200,12.593
3.300,12.690
3.400,-1.451
3.500,10.867
3.600,-0.413
3.700,3.878
3.800,7.663
3.900,17.402
4.000,4.294
4.100,4.496
4.200,6.251
4.300,2.010
4.400,12.393
4.500,0.557
4.600,9.903
4.700,6.228
4.800,12.163
4.900,4.112
5.000,16.956
5.100,4.764
5.200,11.180
5.300,2.329
5.400,3.859
5.500,4.499
5.600,2.246
5.700,12.727
5.800,3.761
5.900,19.311
6.000,19.458
6.100,14.536
6.200,10.773
6.300,0.744
6.400,11.083
6.500,5.170
6.600,5.992
6.700,3.947
6.800,2.381
6.900,15.558
7.000,5.585
7.100,3.322
7.200,8.527
7.300,8.381
7.400,6.121
7.500,2.964
7.600,5.474
7.700,19.246
7.800,7.808
7.900,13.239
8.000,14.910
8.100,2.373
8.200,12.425
8.300,6.763
8.400,8.364
8.500,9.610
8.600,19.442
8.700,4.528
8.800,5.097
8.900,4.416
9.000,1.237
9.100,16.114
9.200,8.564
9.300,10.904
9.400,6.254
9.500,6.635
9.600,17.037
9.700,2.108
9.800,17.596
9.900,7.534
10.000,15.426
10.100,21.373
10.200,3.767
10.300,8.278
10.400,7.365
10.500,6.072
10.600,18.144
10.700,1.737
10.800,19.301
10.900,3.822
11.000,14.263
11.100,7.219
11.200,21.655
11.300,17.961
11.400,5.081
11.500,2.096
11.600,6.011
11.700,11.232
11.800,6.154
11.900,15.414
12.000,11.879
12.100,14.481
12.200,5.017
12.300,15.087
12.400,11.705
12.500,10.612
12.600,12.023
12.700,13.984
12.800,18.671
12.900,13.128
13.000,11.550
13.100,9.658
13.200,18.169
13.300,13.306
13.400,6.685
13.500,17.467
13.600,20.964
13.700,10.360
13.800,15.385
13.900,17.473
14.000,13.680
14.100,4.945
14.200,11.583
14.300,11.801
14.400,20.574
14.500,7.883
14.600,10.839
14.700,20.998
14.800,9.474
14.900,13.253
15.000,16.853
15.100,15.493
15.200,14.321
15.300,7.775
15.400,12.548
15.500,21.363
15.600,6.910
15.700,16.907
15.800,17.383
15.900,18.420
16.000,11.255
16.100,22.137
16.200,21.210
16.300,22.976
16.400,15.400
16.500,23.659
16.600,4.194
16.700,17.733
16.800,17.568
16.900,7.982
17.000,22.193
17.100,16.816
17.200,6.202
17.300,10.921
17.400,17.482
17.500,15.293
17.600,16.777
17.700,23.067
17.800,5.825
17.900,9.384
18.000,12.135
18.100,7.005
18.200,12.621
18.300,6.109
18.400,17.740
18.500,23.356
18.600,23.217
18.700,9.242
18.800,8.295
18.900,16.250
19.000,15.497
19.100,12.229
19.200,8.104
19.300,7.836
19.400,16.417
19.500,8.115
19.600,13.869
19.700,16.203
19.800,8.456
19.900,21.534
20.000,15.743
20.100,21.382
20.200,6.751
20.300,18.489
20.400,20.101
20.500,20.083
20.600,13.236
20.700,15.880
20.800,5.780
20.900,11.369
21.000,10.163
21.100,14.670
21.200,14.510
21.300,22.723
21.400,22.173
21.500,18.065
21.600,5.759
21.700,18.741
21.800,13.387
21.900,9.259
22.000,16.419
22.100,13.192
22.200,14.043
22.300,12.045
22.400,16.557
22.500,9.233
22.600,9.771
22.700,21.984
22.800,23.881
22.900,22.294
23.000,15.840
23.100,15.873
23.200,11.602
23.300,15.462
23.400,18.606
23.500,22.853
23.600,17.091
23.700,18.170
23.800,16.839
23.900,11.810
24.000,11.983
24.100,25.571
24.200,16.752
24.300,16.583
24.400,8.342
24.500,8.172
24.600,26.262
24.700,23.049
24.800,10.031
24.900,19.154
25.000,16.417
25.100,20.242
25.200,13.616
25.300,10.248
25.400,10.871
25.500,11.520
25.600,18.938
25.700,16.133
25.800,7.912
25.900,11.077
26.000,25.887
26.100,22.005
26.200,13.830
26.300,16.230
26.400,11.011
26.500,9.325
26.600,11.191
26.700,26.468
26.800,15.211
26.900,20.690
27.000,21.155
27.100,16.569
27.200,12.123
27.300,16.373
27.400,25.038
27.500,22.966
27.600,25.683
27.700,12.259
27.800,27.074
27.900,10.065
28.000,24.938
28.100,11.765
28.200,7.696
28.300,26.369
28.400,24.334
28.500,12.763
28.600,14.640
28.700,19.021
28.800,18.509
28.900,24.629
29.000,7.789
29.100,9.785
29.200,22.063
29.300,10.234
29.400,12.917
29.500,25.493
29.600,26.801
29.700,13.019
29.800,9.349
29.900,21.639
30.000,11.653
30.100,20.289
30.200,17.058
30.300,19.064
30.400,23.732
30.500,10.384
30.600,19.792
30.700,10.576
30.800,12.978
30.900,13.650
31.000,22.629
31.100,26.864
31.200,27.312
31.300,24.932
31.400,14.654
31.500,19.213
31.600,20.469
31.700,18.774
31.800,10.478
31.900,20.290
32.000,10.442
32.100,17.594
32.200,17.934
32.300,23.687
32.400,12.896
32.500,27.817
32.600,23.495
32.700,17.881
32.800,20.976
32.900,9.273
33.000,21.854
33.100,20.974
33.200,10.596
33.300,19.113
33.400,21.581
33.500,28.799
33.600,18.604
33.700,13.110
33.800,14.873
33.900,10.894
34.000,10.155
34.100,14.383
34.200,26.172
34.300,26.368
34.400,21.132
34.500,12.440
34.600,11.785
34.700,24.799
34.800,11.692
34.900,13.877
35.000,10.614
35.100,26.133
35.200,17.763
35.300,10.165
35.400,24.730
35.500,17.861
35.600,18.770
35.700,17.650
35.800,17.760
35.900,27.873
36.000,11.922
36.100,20.237
36.200,18.929
36.300,26.929
36.400,16.041
36.500,26.174
36.600,11.066
36.700,26.045
36.800,21.242
36.900,16.946
37.000,22.004
37.100,20.919
37.200,14.696
37.300,18.485
37.400,10.570
37.500,18.094
37.600,27.241
37.700,22.736
37.800,20.672
37.900,15.660
38.000,20.791
38.100,11.088
38.200,10.032
38.300,25.088
38.400,12.316
38.500,20.239
38.600,23.679
38.700,10.180
38.800,26.540
38.900,25.794
39.000,16.599
39.100,24.134
39.200,26.612
39.300,19.219
39.400,14.768
39.500,26.369
39.600,29.643
39.700,19.709
39.800,19.299
39.900,17.029
40.000,12.322
40.100,14.160
40.200,24.538
40.300,18.974
40.400,10.729
40.500,15.584
40.600,17.707
40.700,24.586
40.800,18.044
40.900,13.178
41.000,15.001
41.100,27.875
41.200,23.996
41.300,15.713
41.400,27.112
41.500,21.106
41.600,20.726
41.700,23.956
41.800,15.678
41.900,29.615
42.000,21.126
42.100,27.595
42.200,21.493
42.300,28.442
42.400,17.814
42.500,27.426
42.600,15.056
42.700,30.109
42.800,13.542
42.900,14.552
43.000,20.663
43.100,14.098
43.200,17.149
43.300,14.888
43.400,16.232
43.500,25.503
43.600,23.106
43.700,29.521
43.800,12.881
43.900,22.837
44.000,17.224
44.100,29.260
44.200,30.585
44.300,23.133
44.400,16.314
44.500,15.201
44.600,29.274
44.700,16.229
44.800,15.344
44.900,16.190
45.000,28.286
45.100,19.537
45.200,22.084
45.300,18.793
45.400,31.403
45.500,19.612
45.600,26.300
45.700,15.707
45.800,29.487
45.900,17.470
46.000,18.195
46.100,14.491
46.200,18.281
46.300,20.901
46.400,19.116
46.500,30.115
46.600,25.011
46.700,28.877
46.800,16.487
46.900,31.964
47.000,24.192
47.100,30.714
47.200,24.446
47.300,28.859
47.400,20.380
47.500,15.777
47.600,21.863
47.700,14.018
47.800,23.628
47.900,18.257
48.000,30.212
48.100,16.038
48.200,21.990
48.300,26.016
48.400,25.195
48.500,31.641
48.600,24.671
48.700,22.422
48.800,28.053
48.900,31.277
49.000,29.285
49.100,25.830
49.200,15.209
49.300,29.632
49.400,17.158
49.500,22.564
49.600,18.154
49.700,19.668
49.800,21.744
49.900,16.190
50.000,19.420
50.100,21.025
50.200,26.947
50.300,18.391
50.400,25.060
50.500,31.473
50.600,14.507
50.700,24.856
50.800,29.198
50.900,13.504
51.000,32.612
51.100,13.434
51.200,22.022
51.300,17.305
51.400,21.478
51.500,31.120
51.600,29.048
51.700,16.011
51.800,25.912
51.900,21.542
52.000,26.471
52.100,29.473
52.200,29.723
52.300,25.175
52.400,15.177
52.500,18.765
52.600,22.328
52.700,20.865
52.800,14.200
52.900,25.204
53.000,14.008
53.100,29.066
