x,y
0.000,7.517
0.100,6.252
0.200,6.610
0.300,5.503
0.400,4.600
0.500,3.406
0.600,3.821
0.700,4.206
0.800,5.118
0.900,6.074
1.000,7.275
1.100,7.628
1.200,7.871
1.300,10.003
1.400,8.989
1.500,8.495
1.600,6.433
1.700,5.822
1.800,4.328
1.900,3.377
2.000,1.218
2.100,1.704
2.200,2.470
2.300,3.375
2.400,3.892
2.500,6.342
2.600,7.952
2.700,10.227
2.800,11.540
2.900,11.986
3.000,12.799
3.100,11.647
3.200,10.760
3.300,9.048
3.400,7.539
3.500,6.547
3.600,7.234
3.700,6.034
3.800,6.884
3.900,6.224
4.000,6.571
4.100,7.787
4.200,6.772
4.300,5.701
4.400,5.977
4.500,7.072
4.600,6.767
4.700,8.902
4.800,7.812
4.900,9.329
5.000,8.247
5.100,7.909
5.200,6.814
5.300,6.548
5.400,5.943
5.500,5.800
5.600,6.962
5.700,9.409
5.800,10.934
5.900,11.830
6.000,11.616
6.100,11.381
6.200,11.582
6.300,9.679
6.400,7.464
6.500,5.727
6.600,6.411
6.700,7.102
6.800,5.994
6.900,6.473
7.000,6.814
7.100,7.125
7.200,7.208
7.300,5.768
7.400,7.719
7.500,8.360
7.600,9.033
7.700,9.966
7.800,9.431
7.900,10.782
8.000,10.966
8.100,9.412
8.200,9.669
8.300,10.555
8.400,9.072
8.500,9.461
8.600,8.317
8.700,7.528
8.800,8.635
8.900,8.485
9.000,7.266
9.100,7.512
9.200,7.732
9.300,9.535
9.400,9.659
9.500,9.871
9.600,9.724
9.700,10.370
9.800,12.530
9.900,12.120
10.000,10.869
10.100,11.620
10.200,9.974
10.300,11.489
10.400,9.534
10.500,9.238
10.600,9.246
10.700,10.101
10.800,10.080
10.900,12.306
11.000,12.280
11.100,12.757
11.200,10.300
11.300,10.612
11.400,10.179
11.500,10.027
11.600,9.136
11.700,8.267
11.800,9.610
11.900,10.027
12.000,11.323
12.100,11.391
12.200,12.028
12.300,11.543
12.400,11.844
12.500,12.443
12.600,13.601
12.700,13.096
12.800,12.804
12.900,13.883
13.000,14.067
13.100,13.024
13.200,12.852
13.300,13.971
13.400,13.801
13.500,14.619
13.600,14.520
13.700,14.573
13.800,14.325
13.900,13.484
14.000,12.175
14.100,13.634
14.200,12.563
14.300,11.615
14.400,12.660
14.500,13.307
14.600,13.546
14.700,14.268
14.800,13.542
14.900,14.462
15.000,14.024
15.100,12.817
15.200,14.515
15.300,13.609
15.400,13.617
15.500,13.887
15.600,14.472
15.700,14.969
15.800,16.339
15.900,16.317
16.000,18.613
16.100,18.397
16.200,19.294
16.300,17.262
16.400,18.187
16.500,17.534
16.600,15.645
16.700,15.533
16.800,15.735
16.900,13.241
17.000,14.202
17.100,14.166
17.200,13.841
17.300,15.098
17.400,15.223
17.500,13.652
17.600,14.107
17.700,14.280
17.800,12.784
17.900,12.402
18.000,10.878
18.100,10.117
18.200,12.621
18.300,14.598
18.400,14.184
18.500,14.369
18.600,14.887
18.700,16.228
18.800,15.441
18.900,13.262
19.000,11.065
19.100,12.090
19.200,12.064
19.300,11.724
19.400,11.825
19.500,11.286
19.600,13.204
19.700,14.334
19.800,15.043
19.900,14.848
20.000,15.508
20.100,16.065
20.200,17.726
20.300,16.541
20.400,16.560
20.500,14.331
20.600,14.991
20.700,13.802
20.800,13.026
20.900,12.230
21.000,13.585
21.100,14.484
21.200,16.239
21.300,15.438
21.400,16.663
21.500,16.480
21.600,15.730
21.700,14.829
21.800,13.546
21.900,12.971
22.000,13.869
22.100,13.557
22.200,12.964
22.300,13.037
22.400,13.832
22.500,15.359
22.600,16.538
22.700,17.080
22.800,16.982
22.900,17.321
23.000,18.134
23.100,17.651
23.200,17.504
23.300,16.761
23.400,17.094
23.500,17.232
23.600,17.262
23.700,16.765
23.800,17.760
23.900,16.888
24.000,16.815
24.100,15.411
24.200,14.173
24.300,16.238
24.400,17.819
24.500,15.599
24.600,15.942
24.700,15.918
24.800,17.618
24.900,18.396
25.000,16.108
25.100,14.368
25.200,14.581
25.300,14.550
25.400,14.510
25.500,12.748
25.600,12.386
25.700,14.620
25.800,16.210
25.900,16.540
26.000,16.153
26.100,15.422
26.200,15.624
26.300,15.640
26.400,15.723
26.500,14.752
26.600,15.732
26.700,16.436
26.800,17.230
26.900,17.630
27.000,18.370
27.100,18.166
27.200,19.273
27.300,19.987
27.400,18.716
27.500,20.217
27.600,19.923
27.700,21.146
27.800,19.250
27.900,17.069
28.000,17.167
28.100,18.892
28.200,16.847
